paragraph_id,url,para_id,year,doc_type,topic_lvl1,topic_lvl2,pool_tag,dominant_topic,admin_score,paragraph_text,domain_label,domain_secondary,instrument_labels
https://www.gov.cn/zhengce/zhengceku/2021-03/01/content_5589458.htm#22,https://www.gov.cn/zhengce/zhengceku/2021-03/01/content_5589458.htm,22,2021,意见,农业、林业、水利,农业、畜牧业、渔业,clean,1,0.04072398190045249,（十五）强化农业废弃物资源化利用。制定实施种养结合建设规划，深入推进畜禽粪污资源化利用，指导大型规模养殖场建立粪肥还田计划和粪肥施用台账，培育粪肥施用社会化服务组织。建设200个秸秆综合利用重点县，秸秆综合利用率达到86%。加快推广应用可降解农膜，建设100个农膜回收利用县，开展农膜区域性绿色补偿制度试点，农膜回收率达到80%以上。推进农药包装物回收利用。在长江、黄河等重点流域建设一批农业面源污染综合治理示范县。统筹抓好农业农村减排固碳。,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/17/content_5637968.htm#17,https://www.gov.cn/zhengce/zhengceku/2021-09/17/content_5637968.htm,17,2021,公告/通告,卫生、体育,卫生,clean,2,0.02702702702702703,GB 5009.283-2021 食品安全国家标准 食品中偶氮甲酰胺的测定,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/26/content_5582676.htm#11,https://www.gov.cn/zhengce/zhengceku/2021-01/26/content_5582676.htm,11,2021,通知,劳动、人事、监察,社会保障,clean,2,0.028985507246376812,（三）稳生产留工。各地要强化实施重点企业用工调度保障机制，优先支持重点企业、重大项目、重大工程连续生产、保障供应。支持阶段性用工需求量较大的企业与生产不饱和、富余员工较多的企业加强对接，开展用工余缺调剂。开发一批消杀防疫、保洁环卫、社区服务等临时性岗位，兜底帮扶确实难以通过市场渠道实现就业的务工人员。有条件的地方可通过多种形式对春节期间连续生产的重要医用物资生产、生活必需品生产、保障城市运转的企业给予适当支持。,,,
https://www.gov.cn/zhengce/zhengceku/2021-08/04/content_5629301.htm#57,https://www.gov.cn/zhengce/zhengceku/2021-08/04/content_5629301.htm,57,2021,办法,市场监管、安全生产监管,其他,clean,2,0,（五）法律、行政法规和党中央、国务院政策文件规定的其他管理措施。,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/14/content_5637138.htm#43,https://www.gov.cn/zhengce/zhengceku/2021-09/14/content_5637138.htm,43,2021,办法,财政、金融、审计,保险,clean,2,0.03225806451612903,（二）申请设立省级分公司以外分支机构的，提交保险公司批准文件；,,,
https://www.gov.cn/zhengce/zhengceku/2021-02/02/content_5584347.htm#15,https://www.gov.cn/zhengce/zhengceku/2021-02/02/content_5584347.htm,15,2021,通知,科技、教育,科技,clean,2,0.017391304347826087,2. 降低园区化石能源消耗。鼓励国家高新区推行资源能源环境数字化管理，实现智能化管控，加强生产制造过程精细化管控，减少生产过程中资源消耗。园区建立统一的能源申报管理平台，做好园区二氧化碳排放量核算，实施碳达峰年度报告制度。支持有条件的国家高新区创新市场化的节能减排手段，搭建碳排放权交易平台。鼓励各国家高新区加快推进智能交通基础设施、智慧能源基础设施建设。鼓励高新区倡导绿色低碳生活方式和全面节能降耗，引导企业积极践行绿色生产方式，探索建设“碳中和”示范园区。,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/18/content_5593739.htm#205,https://www.gov.cn/zhengce/zhengceku/2021-03/18/content_5593739.htm,205,2021,条例,卫生、体育,卫生,clean,2,0,（五）委托不具备本条例规定条件的企业生产医疗器械，或者未对受托生产企业的生产行为进行管理；,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/08/content_5578230.htm#122,https://www.gov.cn/zhengce/zhengceku/2021-01/08/content_5578230.htm,122,2021,通知,市场监管、安全生产监管,安全生产监管,clean,2,0.017391304347826087,4.依法负责保障劳动安全的产品、影响生产安全的产品质量安全监督管理。负责危险化学品及其包装物、容器（不包括储存危险化学品的固定式大型储罐）生产企业的工业产品生产许可证的管理工作，并依法对其产品质量实施监督，对烟花爆竹实施质量监督。,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/23/content_5638825.htm#13,https://www.gov.cn/zhengce/zhengceku/2021-09/23/content_5638825.htm,13,2021,通知,科技、教育,教育,clean,2,0.014925373134328358,（三）信息化建设。建设学校教学资源平台，配备数字教育资源，支持专递课堂、名师课堂和名校网络课堂相关设备购置，支持学校网络设施设备购置。,,,
https://www.gov.cn/zhengce/zhengceku/2021-05/08/content_5605367.htm#4,https://www.gov.cn/zhengce/zhengceku/2021-05/08/content_5605367.htm,4,2021,意见,国民经济管理、国有资产监管,其他,clean,3,0.04779411764705882,今后一段时期，加快发展抽水蓄能电站，是提升电力系统灵活性、经济性和安全性的重要方式，是构建以新能源为主体的新型电力系统的迫切要求，对保障电力供应、确保电网安全、促进新能源消纳、推动能源绿色低碳转型具有重要意义。现阶段，要坚持以两部制电价政策为主体，进一步完善抽水蓄能价格形成机制，以竞争性方式形成电量电价，将容量电价纳入输配电价回收，同时强化与电力市场建设发展的衔接，逐步推动抽水蓄能电站进入市场，着力提升电价形成机制的科学性、操作性和有效性，充分发挥电价信号作用，调动各方面积极性，为抽水蓄能电站加快发展、充分发挥综合效益创造更加有利的条件。,,,
https://www.gov.cn/zhengce/zhengceku/2021-10/11/content_5641818.htm#2,https://www.gov.cn/zhengce/zhengceku/2021-10/11/content_5641818.htm,2,2021,公告/通告,工业、交通,其他,clean,3,0.02564102564102564,《汽车轴重动态检测仪》等6项部门计量检定规程业经审查通过，现予发布。部门计量检定规程由人民交通出版社股份有限公司出版，并在中华人民共和国交通运输部网站公布。,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/25/content_5582424.htm#5,https://www.gov.cn/zhengce/zhengceku/2021-01/25/content_5582424.htm,5,2021,决定/命令,财政、金融、审计,保险,clean,3,0,第三条 本规定所称偿付能力，是保险公司对保单持有人履行赔付义务的能力。,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/17/content_5580512.htm#21,https://www.gov.cn/zhengce/zhengceku/2021-01/17/content_5580512.htm,21,2021,通知,国土资源、能源,电力,clean,3,0.020942408376963352,（二）加大政策保障。建立健全高效节能变压器标准体系，加快制修订一批工艺技术、生产制造、检验检测、认证评价等变压器节能与绿色发展相关标准。充分利用现有资金渠道支持高效节能变压器基础共性技术产品研发、公共服务平台建设和解决方案供应商培育。支持符合条件的高效节能变压器企业按规定申请资金支持、税收优惠、融资担保、保险补偿等优惠政策。完善政府绿色采购制度，鼓励采购人优先采购高效节能变压器。,,,
https://www.gov.cn/zhengce/zhengceku/2021-05/21/content_5610277.htm#25,https://www.gov.cn/zhengce/zhengceku/2021-05/21/content_5610277.htm,25,2021,办法,财政、金融、审计,保险,clean,3,0.05555555555555555,第七条 保险公司原则上应以总公司或总公司授权的地市级及以上分支机构作为投标人参加大病保险投标，且应具有在大病保险统筹地区提供便捷高效服务的能力。,,,
https://www.gov.cn/zhengce/zhengceku/2021-11/18/content_5651689.htm#8,https://www.gov.cn/zhengce/zhengceku/2021-11/18/content_5651689.htm,8,2021,规定,商贸、海关、旅游,对外经贸合作,clean,3,0.017241379310344827,暂时调整实施《中华人民共和国国际海运条例》第二十二条第二款和《国内水路运输管理条例》第十一条的有关规定，在中国（上海）自由贸易试验区临港新片区内允许符合条件的外国、香港特别行政区和澳门特别行政区国际集装箱班轮公司利用其全资或控股拥有的非五星旗国际航行船舶，开展大连港、天津港、青岛港与上海港洋山港区之间，以上海港洋山港区为国际中转港的外贸集装箱沿海捎带业务试点。国务院交通运输主管部门通过运价备案检查、班轮航线备案和信息化等手段，加强对从事沿海捎带业务船舶的管理。,,,
https://www.gov.cn/zhengce/zhengceku/2021-05/27/content_5613204.htm#5,https://www.gov.cn/zhengce/zhengceku/2021-05/27/content_5613204.htm,5,2021,办法,科技、教育,知识产权,clean,3,0.008064516129032258,第三条 申请日为2021年6月1日后的外观设计专利申请，申请人可以依照修改后的专利法第二十九条第二款提交请求外观设计专利优先权的书面声明。国家知识产权局将在新修改的专利法实施细则施行后对上述申请以及作为要求优先权基础的在先外观设计专利申请进行审查。,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/07/content_5591164.htm#1,https://www.gov.cn/zhengce/zhengceku/2021-03/07/content_5591164.htm,1,2021,规定,市场监管、安全生产监管,食品药品监管,clean,3,0.024390243902439025,国家药监局关于实施《化妆品注册备案资料管理规定》有关事项的公告2021年 第35号,,,
https://www.gov.cn/zhengce/zhengceku/2021-11/08/content_5649720.htm#52,https://www.gov.cn/zhengce/zhengceku/2021-11/08/content_5649720.htm,52,2021,通知,农业、林业、水利,农业、畜牧业、渔业,clean,3,0.023809523809523808,6.养殖者自行配制饲料的，严禁在自配料中添加禁用药物、禁用物质以及其他有毒有害物质。,,,
https://www.gov.cn/zhengce/zhengceku/2021-10/17/content_5643127.htm#11,https://www.gov.cn/zhengce/zhengceku/2021-10/17/content_5643127.htm,11,2021,通知,科技、教育,知识产权,clean,3,0.05460750853242321,"（三）加强宣传教育，增强保护意识。面向全社会，采用群众喜闻乐见的方式，广泛开展奥林匹克标志保护宣传，持续加强奥林匹克标志相关知识产权普法,提升社会公众的保护意识。针对基层一线执法人员，积极组织开展《奥林匹克标志保护条例》业务培训、案例研讨等活动，提升奥林匹克标志行政保护执法人员专业技术能力。通过线上、线下等多种方式，充分利用新媒体渠道，针对奥林匹克标志知识产权保护范围、基本要求等具体内容，重点关注侵权违法易发生环节，引导相关行业自律、规范市场行为。充分利用测试赛、倒计时100天等重要节点，集中组织宣传奥林匹克标志保护法律制度和政策，彰显我国加强奥林匹克标志知识产权保护的坚定决心。",,,
https://www.gov.cn/zhengce/zhengceku/2021-06/02/content_5614946.htm#37,https://www.gov.cn/zhengce/zhengceku/2021-06/02/content_5614946.htm,37,2021,规定,科技、教育,教育,clean,3,0,（五）通过网络或者其他信息传播方式捏造事实诽谤他人、散布谣言或者错误信息诋毁他人、恶意传播他人隐私。,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/25/content_5595546.htm#11,https://www.gov.cn/zhengce/zhengceku/2021-03/25/content_5595546.htm,11,2021,通知,科技、教育,其他,clean,3,0.018691588785046728,2. 申报单位应登录生态环境保护先进技术成果信息系统，注册并在线填写申报书（格式详见附件2）。在线填写申报书后，从系统导出打印并签字、盖章、装订，报送至所属地科技管理部门、行业协会或直接报送至中国环境保护产业协会。,,,
https://www.gov.cn/zhengce/zhengceku/2021-04/25/content_5602077.htm#22,https://www.gov.cn/zhengce/zhengceku/2021-04/25/content_5602077.htm,22,2021,公告/通告,市场监管、安全生产监管,食品药品监管,clean,3,0.015151515151515152,京东企予丰瑞食品专营店（经营者为安徽企予丰瑞电子商务有限公司）在京东商城（网店）销售的、标称山东谢宴贸易有限公司委托山东省临沂市兰陵县贵裕食品有限公司制造的纯粮米醋（酿造食醋），检出总酸（以乙酸计）含量不符合产品标签标示要求。检验机构为广东产品质量监督检验研究院。,,,
https://www.gov.cn/zhengce/zhengceku/2021-04/23/content_5601682.htm#22,https://www.gov.cn/zhengce/zhengceku/2021-04/23/content_5601682.htm,22,2021,办法,市场监管、安全生产监管,其他,clean,3,0.031914893617021274,第十条 直播营销平台应当建立健全风险识别模型，对涉嫌违法违规的高风险营销行为采取弹窗提示、违规警示、限制流量、暂停直播等措施。直播营销平台应当以显著方式警示用户平台外私下交易等行为的风险。,,,
https://www.gov.cn/zhengce/zhengceku/2021-04/30/content_5604207.htm#42,https://www.gov.cn/zhengce/zhengceku/2021-04/30/content_5604207.htm,42,2021,办法,财政、金融、审计,财政,clean,3,0,附件6：液化天然气（不含长贸气）进口环节增值税先征后返统计表.pdf,,,
https://www.gov.cn/zhengce/zhengceku/2021-08/05/content_5629535.htm#13,https://www.gov.cn/zhengce/zhengceku/2021-08/05/content_5629535.htm,13,2021,通知,农业、林业、水利,农业、畜牧业、渔业,clean,4,0,通讯地址：北京市朝阳区农展南里11号农业农村部市场与信息化司,,,
https://www.gov.cn/zhengce/zhengceku/2021-07/13/content_5624577.htm#97,https://www.gov.cn/zhengce/zhengceku/2021-07/13/content_5624577.htm,97,2021,规定,工业、交通,其他,clean,4,0.018518518518518517,第二十三条 实施行政检查，执法人员不得少于两人，应当出示交通运输行政执法证件，表明执法身份，并说明检查事由。,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/17/content_5593415.htm#37,https://www.gov.cn/zhengce/zhengceku/2021-03/17/content_5593415.htm,37,2021,意见,科技、教育,其他,clean,4,0,2．具有一定的工艺美术专业研究能力，能够独立撰写学术论文或研究报告。,,,
https://www.gov.cn/zhengce/zhengceku/2021-08/26/content_5633469.htm#77,https://www.gov.cn/zhengce/zhengceku/2021-08/26/content_5633469.htm,77,2021,规定,工业、交通,其他,clean,4,0.06976744186046512,第二十二条 对于本规定第十条第二款规定的大件运输车辆，承运人应当按照护送方案组织护送。,,,
https://www.gov.cn/zhengce/zhengceku/2021-06/20/content_5619647.htm#146,https://www.gov.cn/zhengce/zhengceku/2021-06/20/content_5619647.htm,146,2021,规定,商贸、海关、旅游,海关,clean,4,0.07692307692307693,（一）确有应受行政处罚的违法行为的，根据情节轻重及具体情况，作出行政处罚决定；,,,
https://www.gov.cn/zhengce/zhengceku/2021-11/26/content_5653631.htm#46,https://www.gov.cn/zhengce/zhengceku/2021-11/26/content_5653631.htm,46,2021,条例,工业、交通,其他,clean,4,0.05172413793103448,第二十九条 严禁销售霉坏、变质的烟草制品。霉坏、变质的烟草制品，由烟草专卖行政主管部门或者有关行政管理部门监督销毁。,,,
https://www.gov.cn/zhengce/zhengceku/2021-07/29/content_5628296.htm#64,https://www.gov.cn/zhengce/zhengceku/2021-07/29/content_5628296.htm,64,2021,办法,民政、扶贫、救灾,社会福利,clean,4,0.0273972602739726,第二十九条 共同生活的家庭成员无正当理由拒不配合最低生活保障审核确认工作的，县级人民政府民政部门和乡镇人民政府（街道办事处）可以终止审核确认程序。,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/11/content_5578882.htm#11,https://www.gov.cn/zhengce/zhengceku/2021-01/11/content_5578882.htm,11,2021,通知,财政、金融、审计,银行,clean,4,0.02631578947368421,（一）我委在核定2021年度中长期外债规模时，将主要考虑近三年外债实际使用情况，以及2021年度固定资产投资项目贷款和中长期流动资金贷款的外汇资金需求。,,,
https://www.gov.cn/zhengce/zhengceku/2021-02/26/content_5589010.htm#10,https://www.gov.cn/zhengce/zhengceku/2021-02/26/content_5589010.htm,10,2021,通知,工业、交通,其他,clean,4,0.048484848484848485,5.完善标准体系。加强综合运输、安全应急、新产业新业态新模式等领域标准制定工作，推动编制出台一批重点领域标准。加快现行有效标准提档升级，推动强制性标准整合精简，开展推荐性标准集中复审。（省级交通运输主管部门，长江航务管理局、珠江航务管理局、直属海事局，部公路局、水运局、运输服务司、安质司、科技司、海事局分工负责，2023年完成）,,,
https://www.gov.cn/zhengce/zhengceku/2021-07/22/content_5626516.htm#109,https://www.gov.cn/zhengce/zhengceku/2021-07/22/content_5626516.htm,109,2021,技术规范-规则,工业、交通,民航,clean,4,0.048,第五十九条 校验机构违反本规则第十七条、第十八条规定，未按照要求制定完备的校验实施程序并建立相关的校验技术档案，或者未按照要求向民航局报告飞行校验执行情况和飞行校验计划的，由民航地区管理局责令改正，给予警告；情节严重的，处1万元以上3万元以下的罚款。,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/03/content_5635110.htm#23,https://www.gov.cn/zhengce/zhengceku/2021-09/03/content_5635110.htm,23,2021,通知,商贸、海关、旅游,对外经贸合作,clean,4,0.039603960396039604,明确对境外仲裁机构在自贸试验区设立的仲裁业务机构作出的仲裁裁决进行司法审查所涉及的法律适用问题。在认可企业之间约定在内地特定地点、按照特定仲裁规则、由特定人员对有关争议进行仲裁的仲裁协议效力的基础上，进一步明确该裁决在执行时的法律适用问题。支持国际商事争端预防与解决组织在自贸试验区运营，为区内企业提供“事前预防、事中调解、事后解决”全链条商事法律服务。（最高人民法院、司法部、中国贸促会按职责分工负责）,,,
https://www.gov.cn/zhengce/zhengceku/2021-11/16/content_5651192.htm#116,https://www.gov.cn/zhengce/zhengceku/2021-11/16/content_5651192.htm,116,2021,规定,市场监管、安全生产监管,其他,clean,4,0.05,第三十三条 文化和旅游主管部门及其工作人员未依照本规定履行职责的，依法予以处理。,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/29/content_5640005.htm#150,https://www.gov.cn/zhengce/zhengceku/2021-09/29/content_5640005.htm,150,2021,办法,工业、交通,民航,clean,4,0.046875,第四十一条 案件当事人要求听证的，应当在收到行政处罚听证告知书后5日内提出并向民航行政机关法制职能部门提交听证申请书及有关材料。,,,
https://www.gov.cn/zhengce/zhengceku/2021-10/01/content_5640668.htm#37,https://www.gov.cn/zhengce/zhengceku/2021-10/01/content_5640668.htm,37,2021,意见,财政、金融、审计,银行,clean,4,0.03424657534246575,第三条 银行为流动就业群体等个人提供简易开户服务应当遵循“风险为本”的原则，落实个人账户实名制和客户身份识别规定，按照客户身份核实程度和账户风险等级合理匹配账户功能，建立事前承诺、事中监测和事后管理机制，有效识别、评估监测和控制账户业务风险。开户环节发现有明显可疑特征的，不适用简易开户服务。,,,
https://www.gov.cn/zhengce/zhengceku/2021-02/04/content_5584887.htm#14,https://www.gov.cn/zhengce/zhengceku/2021-02/04/content_5584887.htm,14,2021,通知,财政、金融、审计,银行,clean,4,0.03773584905660377,四、已故存款人的配偶、子女、父母办理已故存款人小额存款提取业务，应当向存款所在银行业金融机构提交以下材料：,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/17/content_5593484.htm#44,https://www.gov.cn/zhengce/zhengceku/2021-03/17/content_5593484.htm,44,2021,条例,国民经济管理、国有资产监管,国有资产监管,clean,4,0.04477611940298507,第二十六条 各部门及其所属单位应当及时收取各类资产收入，不得违反国家规定，多收、少收、不收、侵占、私分、截留、占用、挪用、隐匿、坐支。,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/23/content_5582141.htm#35,https://www.gov.cn/zhengce/zhengceku/2021-01/23/content_5582141.htm,35,2021,办法,财政、金融、审计,其他,clean,4,0.07352941176470588,第十五条 非银行支付机构的分支机构应当将接收的客户备付金存放在以非银行支付机构名义开立的备付金账户，不得以该分支机构名义开立备付金账户。,,,
https://www.gov.cn/zhengce/zhengceku/2021-04/02/content_5597547.htm#82,https://www.gov.cn/zhengce/zhengceku/2021-04/02/content_5597547.htm,82,2021,决定/命令,财政、金融、审计,其他,clean,4,0.023255813953488372,（四）董事、监事、高级管理人员受到刑事处罚、主管部门的行政处罚、行政处分或者纪律处分；,,,
https://www.gov.cn/zhengce/zhengceku/2021-09/13/content_5637011.htm#106,https://www.gov.cn/zhengce/zhengceku/2021-09/13/content_5637011.htm,106,2021,规定,工业、交通,水运,clean,4,0.05263157894736842,（二）未按照有关法律、行政法规、规章以及强制性标准和技术规范的要求对危险货物妥善包装，设置明显的危险品标志和标签；,,,
https://www.gov.cn/zhengce/zhengceku/2021-06/23/content_5620285.htm#3,https://www.gov.cn/zhengce/zhengceku/2021-06/23/content_5620285.htm,3,2021,办法,工业、交通,其他,clean,5,0.018518518518518517,经2021年第9次部务会议审议通过，现将修订后的《工业和信息化统计工作管理办法》印发给你们，请认真贯彻执行。,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/19/content_5593867.htm#22,https://www.gov.cn/zhengce/zhengceku/2021-03/19/content_5593867.htm,22,2021,通知,工业、交通,其他,clean,5,0,联系人及电话:王赶强/牛新星/金磊 010-68208264,,,
https://www.gov.cn/zhengce/zhengceku/2021-03/23/content_5595088.htm#72,https://www.gov.cn/zhengce/zhengceku/2021-03/23/content_5595088.htm,72,2021,规定,工业、交通,信息产业（含电信）,clean,5,0,（三十四）安全管理类，基本功能服务为“查杀病毒、清理恶意插件、修复漏洞等”，无须个人信息，即可使用基本功能服务。,,,
https://www.gov.cn/zhengce/zhengceku/2021-04/12/content_5599101.htm#23,https://www.gov.cn/zhengce/zhengceku/2021-04/12/content_5599101.htm,23,2021,意见,国土资源、能源,土地,clean,5,0.043859649122807015,各地要将党中央、国务院关于严格保护耕地的决策部署、农村乱占耕地建房“八不准”的要求和保障农村村民合理建房用地需求的政策措施等，普及到基层干部和普通群众，进一步强化全社会保护耕地的意识，坚决遏制耕地“非农化”、防止耕地“非粮化”。,,,
https://www.gov.cn/zhengce/zhengceku/2021-05/28/content_5613675.htm#14,https://www.gov.cn/zhengce/zhengceku/2021-05/28/content_5613675.htm,14,2021,通知,财政、金融、审计,财政,clean,5,0.052980132450331126,（二）认真组织实施。承担试点任务的县（市、区）应坚持因地制宜，结合本地资源禀赋条件，优先选择基础设施条件相对较好、集中连片、边界清晰、相对独立的农村生产生活生态空间作为田园综合体实施区域。相关县（市、区）应当按要求编报实施方案。实施方案应当包括田园综合体的基本情况、可行性论证情况、发展目标、功能定位、空间布局、建设内容和任务、预期成果，形成“任务清单”、“负面清单”，明确年度工作进度安排。实施方案应当明确田园综合体建设、管理主体，对投资估算与资金筹措方案、社会资本参与情况进行说明，对可持续运营机制进行论证。相关县（市、区）应将实施方案报送省级财政部门审核把关。省级财政部门在择优立项的基础上，于2021年5月25日前将审核通过的县（市、区）田园综合体实施方案报财政部。财政部将适时组织开展评议，及时将评议意见反馈试点省份。试点省份财政部门应根据评议意见，督促承担试点任务的县（市、区）完善实施方案，于10个工作日内（附电子文档光盘）报财政部备案。对明显不符合要求的实施方案不予备案，相应收回试点资金。,,,
https://www.gov.cn/zhengce/zhengceku/2021-10/25/content_5644815.htm#30,https://www.gov.cn/zhengce/zhengceku/2021-10/25/content_5644815.htm,30,2021,通知,农业、林业、水利,农业、畜牧业、渔业,clean,5,0.03305785123966942,三是“规”，即严格规范使用兽用抗菌药。严格执行兽药安全使用各项规定，严禁使用禁止使用的药品和其他化合物、停用兽药、人用药品、假劣兽药；严格执行兽用处方药、休药期等制度，按照兽药标签说明书标注事项，对症治疗、用法正确、用量准确，实现“用好药”。,,,
https://www.gov.cn/zhengce/zhengceku/2021-06/18/content_5618934.htm#16,https://www.gov.cn/zhengce/zhengceku/2021-06/18/content_5618934.htm,16,2021,公告/通告,工业、交通,公路,clean,5,0.023255813953488372,1.管制刀具：匕首、三棱刀（包括机械加工用的三棱刮刀）、带有自锁装置的弹簧刀（跳刀）、刀尖角度小于60度、刀身长度超过150毫米的各类单刃、双刃和多刃刀具，刀尖角度大于60度、刀身长度超过220毫米的各类单刃、双刃和多刃刀具，以及符合上述条件的陶瓷类刀具等；,,,
https://www.gov.cn/zhengce/zhengceku/2021-01/29/content_5583541.htm#9,https://www.gov.cn/zhengce/zhengceku/2021-01/29/content_5583541.htm,9,2021,公告/通告,农业、林业、水利,林业,clean,5,0.04046242774566474,各省、自治区、直辖市、新疆生产建设兵团林业和草原主管部门要按照法律、行政法规和有关政策规定，严格审核审批。特别要严格审查涉及占用国家级公益林林地、基本草原的建设项目，占用生态保护红线、国家公园等各类自然保护地范围内林地和草原的建设项目，以及在森林和野生动物类型国家级自然保护区内建设的旅游项目和经营性项目。不得对承接的审核审批委托工作实施再委托。,,,
